Season,Region,County,CDC Week,Week Ending Date,Disease,Count,County Centroid,FIPS
2024-2025,CAPITAL DISTRICT,FULTON,5,2/1/2025,INFLUENZA_A,64,"    (43.1156093, -74.4236782)",36035
2024-2025,WESTERN,ERIE,5,2/1/2025,INFLUENZA_B,23,"    (42.752759, -78.7781922)",36029
2024-2025,CENTRAL,JEFFERSON,5,2/1/2025,INFLUENZA_UNSPECIFIED,5,"    (44.0607, -75.9928)",36045
2024-2025,METRO,WESTCHESTER,5,2/1/2025,INFLUENZA_A,"3,704","    (41.1527698, -73.745912)",36119
2024-2025,METRO,PUTNAM,5,2/1/2025,INFLUENZA_A,368,"    (41.4351, -73.7949)",36079
2024-2025,CAPITAL DISTRICT,WARREN,5,2/1/2025,INFLUENZA_UNSPECIFIED,3,"    (43.5551053, -73.8381388)",36113
2024-2025,WESTERN,YATES,5,2/1/2025,INFLUENZA_B,1,"    (42.6431, -77.1485)",36123
2024-2025,CAPITAL DISTRICT,GREENE,5,2/1/2025,INFLUENZA_A,75,"    (42.2869511, -74.1494949)",36039
2024-2025,WESTERN,CATTARAUGUS,5,2/1/2025,INFLUENZA_UNSPECIFIED,0,"    (42.2448527, -78.6810055)",36009
2024-2025,CAPITAL DISTRICT,DELAWARE,5,2/1/2025,INFLUENZA_UNSPECIFIED,0,"    (42.1939865, -74.966728)",36025
2024-2025,METRO,NASSAU,5,2/1/2025,INFLUENZA_UNSPECIFIED,364,"    (40.7506561, -73.582905)",36059
2024-2025,CAPITAL DISTRICT,SCHENECTADY,5,2/1/2025,INFLUENZA_B,29,"    (42.8175421, -74.0435834)",36093
2024-2025,CENTRAL,MADISON,5,2/1/2025,INFLUENZA_A,98,"    (42.9100255, -75.6635749)",36053
2024-2025,METRO,ORANGE,5,2/1/2025,INFLUENZA_B,158,"    (41.4024096, -74.3062522)",36071
2024-2025,WESTERN,NIAGARA,5,2/1/2025,INFLUENZA_B,3,"    (43.203001, -78.71083)",36063
2024-2025,CAPITAL DISTRICT,FRANKLIN,5,2/1/2025,INFLUENZA_UNSPECIFIED,1,"    (44.5943743, -74.3106698)",36033
2024-2025,WESTERN,CHEMUNG,5,2/1/2025,INFLUENZA_A,149,"    (42.1552807, -76.7471788)",36015
2024-2025,METRO,NASSAU,5,2/1/2025,INFLUENZA_A,"4,671","    (40.7506561, -73.582905)",36059
2024-2025,CENTRAL,ONONDAGA,5,2/1/2025,INFLUENZA_B,8,"    (43.0065299, -76.1961167)",36067
2024-2025,CENTRAL,ONEIDA,5,2/1/2025,INFLUENZA_UNSPECIFIED,7,"    (43.2427273, -75.4342824)",36065
2024-2025,CENTRAL,MADISON,5,2/1/2025,INFLUENZA_UNSPECIFIED,0,"    (42.9100255, -75.6635749)",36053
2024-2025,CENTRAL,TOMPKINS,5,2/1/2025,INFLUENZA_A,120,"    (42.4532811, -76.4737116)",36109
2024-2025,METRO,DUTCHESS,5,2/1/2025,INFLUENZA_B,37,"    (41.7550085, -73.7399512)",36027
2024-2025,CENTRAL,ONONDAGA,5,2/1/2025,INFLUENZA_UNSPECIFIED,0,"    (43.0065299, -76.1961167)",36067
2024-2025,WESTERN,ONTARIO,5,2/1/2025,INFLUENZA_A,253,"    (42.8566949, -77.3032768)",36069
2024-2025,CENTRAL,HERKIMER,5,2/1/2025,INFLUENZA_B,4,"    (43.1631, -74.8741)",36043
2024-2025,WESTERN,SENECA,5,2/1/2025,INFLUENZA_B,1,"    (42.7652, -76.8721)",36099
2024-2025,CAPITAL DISTRICT,ESSEX,5,2/1/2025,INFLUENZA_UNSPECIFIED,1,"    (44.1089711, -73.7775726)",36031
2024-2025,WESTERN,SENECA,5,2/1/2025,INFLUENZA_UNSPECIFIED,0,"    (42.7652, -76.8721)",36099
2024-2025,CAPITAL DISTRICT,MONTGOMERY,5,2/1/2025,INFLUENZA_B,3,"    (42.9008912, -74.4353575)",36057
2024-2025,WESTERN,ALLEGANY,5,2/1/2025,INFLUENZA_A,65,"    (42.2478938, -78.0261758)",36003
2024-2025,METRO,WESTCHESTER,5,2/1/2025,INFLUENZA_B,332,"    (41.1527698, -73.745912)",36119
2024-2025,WESTERN,GENESEE,5,2/1/2025,INFLUENZA_A,53,"    (43.0009096, -78.1927784)",36037
2024-2025,NYC,NEW YORK,5,2/1/2025,INFLUENZA_UNSPECIFIED,83,"    (40.7831, -73.9712)",36061
2024-2025,CAPITAL DISTRICT,WASHINGTON,5,2/1/2025,INFLUENZA_UNSPECIFIED,5,"    (43.3123766, -73.4394282)",36115
2024-2025,CENTRAL,CHENANGO,5,2/1/2025,INFLUENZA_B,2,"    (42.489732, -75.6049051)",36017
2024-2025,CAPITAL DISTRICT,MONTGOMERY,5,2/1/2025,INFLUENZA_UNSPECIFIED,0,"    (42.9008912, -74.4353575)",36057
2024-2025,WESTERN,SCHUYLER,5,2/1/2025,INFLUENZA_UNSPECIFIED,0,"    (42.419776, -76.9386038)",36097
2024-2025,METRO,DUTCHESS,5,2/1/2025,INFLUENZA_UNSPECIFIED,82,"    (41.7550085, -73.7399512)",36027
2024-2025,WESTERN,ORLEANS,5,2/1/2025,INFLUENZA_A,37,"    (43.209007, -78.254897)",36073
2024-2025,METRO,NASSAU,5,2/1/2025,INFLUENZA_B,705,"    (40.7506561, -73.582905)",36059
2024-2025,CENTRAL,HERKIMER,5,2/1/2025,INFLUENZA_A,144,"    (43.1631, -74.8741)",36043
2024-2025,CAPITAL DISTRICT,RENSSELAER,5,2/1/2025,INFLUENZA_A,167,"    (42.7104206, -73.5138454)",36083
2024-2025,METRO,ORANGE,5,2/1/2025,INFLUENZA_A,"1,456","    (41.4024096, -74.3062522)",36071
2024-2025,METRO,SULLIVAN,5,2/1/2025,INFLUENZA_A,329,"    (41.7201763, -74.7646796)",36105
2024-2025,CAPITAL DISTRICT,FULTON,5,2/1/2025,INFLUENZA_B,4,"    (43.1156093, -74.4236782)",36035
2024-2025,WESTERN,CHEMUNG,5,2/1/2025,INFLUENZA_B,3,"    (42.1552807, -76.7471788)",36015
2024-2025,WESTERN,ALLEGANY,5,2/1/2025,INFLUENZA_B,0,"    (42.2478938, -78.0261758)",36003
2024-2025,CAPITAL DISTRICT,ALBANY,5,2/1/2025,INFLUENZA_B,21,"    (42.5882713, -73.9740136)",36001
2024-2025,CAPITAL DISTRICT,SARATOGA,5,2/1/2025,INFLUENZA_B,27,"    (43.1061353, -73.8553872)",36091
2024-2025,CENTRAL,ST LAWRENCE,5,2/1/2025,INFLUENZA_B,5,"    (44.4881125, -75.074311)",36089
2024-2025,CAPITAL DISTRICT,COLUMBIA,5,2/1/2025,INFLUENZA_A,75,"    (42.2477286, -73.6268046)",36021
2024-2025,CAPITAL DISTRICT,DELAWARE,5,2/1/2025,INFLUENZA_A,102,"    (42.1939865, -74.966728)",36025
2024-2025,CAPITAL DISTRICT,COLUMBIA,5,2/1/2025,INFLUENZA_UNSPECIFIED,1,"    (42.2477286, -73.6268046)",36021
2024-2025,METRO,SULLIVAN,5,2/1/2025,INFLUENZA_UNSPECIFIED,0,"    (41.7201763, -74.7646796)",36105
2024-2025,METRO,SUFFOLK,5,2/1/2025,INFLUENZA_A,"5,312","    (40.943554, -72.6922184)",36103
2024-2025,CAPITAL DISTRICT,ALBANY,5,2/1/2025,INFLUENZA_A,402,"    (42.5882713, -73.9740136)",36001
2024-2025,NYC,RICHMOND,5,2/1/2025,INFLUENZA_B,99,"    (40.5795, -74.1502)",36085
2024-2025,WESTERN,ERIE,5,2/1/2025,INFLUENZA_A,752,"    (42.752759, -78.7781922)",36029
2024-2025,CENTRAL,CHENANGO,5,2/1/2025,INFLUENZA_A,118,"    (42.489732, -75.6049051)",36017
2024-2025,WESTERN,CATTARAUGUS,5,2/1/2025,INFLUENZA_B,0,"    (42.2448527, -78.6810055)",36009
2024-2025,METRO,SUFFOLK,5,2/1/2025,INFLUENZA_B,377,"    (40.943554, -72.6922184)",36103
2024-2025,CENTRAL,CAYUGA,5,2/1/2025,INFLUENZA_UNSPECIFIED,0,"    (43.0085456, -76.5745866)",36011
2024-2025,WESTERN,ORLEANS,5,2/1/2025,INFLUENZA_B,0,"    (43.209007, -78.254897)",36073
2024-2025,WESTERN,SCHUYLER,5,2/1/2025,INFLUENZA_A,24,"    (42.419776, -76.9386038)",36097
2024-2025,CAPITAL DISTRICT,SCHOHARIE,5,2/1/2025,INFLUENZA_A,38,"    (42.591294, -74.4381718)",36095
2024-2025,CENTRAL,OSWEGO,5,2/1/2025,INFLUENZA_A,226,"    (43.4614428, -76.209258)",36075
2024-2025,NYC,QUEENS,4,1/25/2025,INFLUENZA_B,837,"    (40.7282, -73.7949)",36081
2024-2025,CAPITAL DISTRICT,WARREN,4,1/25/2025,INFLUENZA_B,6,"    (43.5551053, -73.8381388)",36113
2024-2025,WESTERN,SENECA,4,1/25/2025,INFLUENZA_A,25,"    (42.7652, -76.8721)",36099
2024-2025,CAPITAL DISTRICT,ESSEX,4,1/25/2025,INFLUENZA_UNSPECIFIED,0,"    (44.1089711, -73.7775726)",36031
2024-2025,CENTRAL,ONONDAGA,4,1/25/2025,INFLUENZA_B,7,"    (43.0065299, -76.1961167)",36067
2024-2025,CAPITAL DISTRICT,OTSEGO,4,1/25/2025,INFLUENZA_UNSPECIFIED,0,"    (42.6297762, -75.028841)",36077
2024-2025,NYC,BRONX,4,1/25/2025,INFLUENZA_B,473,"    (40.8448, -73.8648)",36005
2024-2025,CENTRAL,BROOME,4,1/25/2025,INFLUENZA_B,11,"    (42.1619773, -75.830291)",36007
2024-2025,CAPITAL DISTRICT,FRANKLIN,4,1/25/2025,INFLUENZA_A,49,"    (44.5943743, -74.3106698)",36033
2024-2025,METRO,SUFFOLK,4,1/25/2025,INFLUENZA_B,299,"    (40.943554, -72.6922184)",36103
2024-2025,CENTRAL,CHENANGO,4,1/25/2025,INFLUENZA_A,113,"    (42.489732, -75.6049051)",36017
2024-2025,METRO,SULLIVAN,4,1/25/2025,INFLUENZA_UNSPECIFIED,1,"    (41.7201763, -74.7646796)",36105
2024-2025,WESTERN,ORLEANS,4,1/25/2025,INFLUENZA_UNSPECIFIED,0,"    (43.209007, -78.254897)",36073
2024-2025,CENTRAL,TIOGA,4,1/25/2025,INFLUENZA_A,93,"    (42.1256, -76.3637)",36107
2024-2025,CENTRAL,OSWEGO,4,1/25/2025,INFLUENZA_B,3,"    (43.4614428, -76.209258)",36075
2024-2025,CAPITAL DISTRICT,COLUMBIA,4,1/25/2025,INFLUENZA_B,5,"    (42.2477286, -73.6268046)",36021
2024-2025,METRO,ROCKLAND,4,1/25/2025,INFLUENZA_A,"1,164","    (41.1547851, -74.0247721)",36087
2024-2025,WESTERN,MONROE,4,1/25/2025,INFLUENZA_A,"1,388","    (43.174966, -77.639663)",36055
2024-2025,METRO,DUTCHESS,4,1/25/2025,INFLUENZA_UNSPECIFIED,101,"    (41.7550085, -73.7399512)",36027
2024-2025,CENTRAL,CAYUGA,4,1/25/2025,INFLUENZA_A,66,"    (43.0085456, -76.5745866)",36011
2024-2025,WESTERN,GENESEE,4,1/25/2025,INFLUENZA_B,3,"    (43.0009096, -78.1927784)",36037
2024-2025,CAPITAL DISTRICT,SCHENECTADY,4,1/25/2025,INFLUENZA_A,204,"    (42.8175421, -74.0435834)",36093
2024-2025,NYC,NEW YORK,4,1/25/2025,INFLUENZA_UNSPECIFIED,70,"    (40.7831, -73.9712)",36061
2024-2025,CAPITAL DISTRICT,DELAWARE,4,1/25/2025,INFLUENZA_B,2,"    (42.1939865, -74.966728)",36025
2024-2025,WESTERN,GENESEE,4,1/25/2025,INFLUENZA_A,43,"    (43.0009096, -78.1927784)",36037
2024-2025,WESTERN,LIVINGSTON,4,1/25/2025,INFLUENZA_UNSPECIFIED,0,"    (42.7274845, -77.7697795)",36051
2024-2025,CENTRAL,LEWIS,4,1/25/2025,INFLUENZA_UNSPECIFIED,0,"    (43.7863965, -75.4426165)",36049
2024-2025,NYC,RICHMOND,4,1/25/2025,INFLUENZA_B,76,"    (40.5795, -74.1502)",36085
2024-2025,WESTERN,WAYNE,4,1/25/2025,INFLUENZA_UNSPECIFIED,0,"    (43.202, -77.0104)",36117
2024-2025,CENTRAL,ONEIDA,4,1/25/2025,INFLUENZA_A,289,"    (43.2427273, -75.4342824)",36065
2024-2025,CAPITAL DISTRICT,MONTGOMERY,4,1/25/2025,INFLUENZA_A,94,"    (42.9008912, -74.4353575)",36057
2024-2025,CAPITAL DISTRICT,OTSEGO,4,1/25/2025,INFLUENZA_B,1,"    (42.6297762, -75.028841)",36077
2024-2025,CAPITAL DISTRICT,WASHINGTON,4,1/25/2025,INFLUENZA_B,2,"    (43.3123766, -73.4394282)",36115
2024-2025,CAPITAL DISTRICT,FULTON,4,1/25/2025,INFLUENZA_B,1,"    (43.1156093, -74.4236782)",36035
2024-2025,CENTRAL,ONONDAGA,4,1/25/2025,INFLUENZA_A,693,"    (43.0065299, -76.1961167)",36067
2024-2025,NYC,QUEENS,4,1/25/2025,INFLUENZA_A,"6,047","    (40.7282, -73.7949)",36081
2024-2025,WESTERN,MONROE,4,1/25/2025,INFLUENZA_B,48,"    (43.174966, -77.639663)",36055
2024-2025,CENTRAL,MADISON,4,1/25/2025,INFLUENZA_UNSPECIFIED,0,"    (42.9100255, -75.6635749)",36053
2024-2025,WESTERN,SENECA,4,1/25/2025,INFLUENZA_B,0,"    (42.7652, -76.8721)",36099
2024-2025,NYC,KINGS,4,1/25/2025,INFLUENZA_B,855,"    (40.6782, -73.9442)",36047
2024-2025,CENTRAL,CAYUGA,4,1/25/2025,INFLUENZA_UNSPECIFIED,0,"    (43.0085456, -76.5745866)",36011
2024-2025,CENTRAL,TIOGA,4,1/25/2025,INFLUENZA_B,2,"    (42.1256, -76.3637)",36107
2024-2025,METRO,DUTCHESS,4,1/25/2025,INFLUENZA_A,778,"    (41.7550085, -73.7399512)",36027
2024-2025,METRO,SUFFOLK,4,1/25/2025,INFLUENZA_UNSPECIFIED,625,"    (40.943554, -72.6922184)",36103
2024-2025,CENTRAL,BROOME,4,1/25/2025,INFLUENZA_UNSPECIFIED,0,"    (42.1619773, -75.830291)",36007
2024-2025,WESTERN,SCHUYLER,4,1/25/2025,INFLUENZA_A,14,"    (42.419776, -76.9386038)",36097
2024-2025,NYC,BRONX,4,1/25/2025,INFLUENZA_UNSPECIFIED,9,"    (40.8448, -73.8648)",36005
2024-2025,CENTRAL,MADISON,4,1/25/2025,INFLUENZA_A,82,"    (42.9100255, -75.6635749)",36053
2024-2025,CAPITAL DISTRICT,GREENE,4,1/25/2025,INFLUENZA_A,46,"    (42.2869511, -74.1494949)",36039
2024-2025,CENTRAL,OSWEGO,4,1/25/2025,INFLUENZA_UNSPECIFIED,1,"    (43.4614428, -76.209258)",36075
2024-2025,WESTERN,YATES,4,1/25/2025,INFLUENZA_A,27,"    (42.6431, -77.1485)",36123
2024-2025,METRO,ULSTER,4,1/25/2025,INFLUENZA_B,11,"    (41.9472321, -74.265447)",36111
2024-2025,CAPITAL DISTRICT,COLUMBIA,4,1/25/2025,INFLUENZA_A,84,"    (42.2477286, -73.6268046)",36021
2024-2025,CENTRAL,CHENANGO,4,1/25/2025,INFLUENZA_B,3,"    (42.489732, -75.6049051)",36017
2024-2025,CAPITAL DISTRICT,ALBANY,4,1/25/2025,INFLUENZA_B,18,"    (42.5882713, -73.9740136)",36001
2024-2025,METRO,NASSAU,4,1/25/2025,INFLUENZA_A,"4,883","    (40.7506561, -73.582905)",36059
2024-2025,METRO,NASSAU,4,1/25/2025,INFLUENZA_B,508,"    (40.7506561, -73.582905)",36059
2024-2025,CAPITAL DISTRICT,SARATOGA,4,1/25/2025,INFLUENZA_A,239,"    (43.1061353, -73.8553872)",36091
2024-2025,CENTRAL,ST LAWRENCE,4,1/25/2025,INFLUENZA_UNSPECIFIED,0,"    (44.4881125, -75.074311)",36089
2024-2025,METRO,PUTNAM,4,1/25/2025,INFLUENZA_A,375,"    (41.4351, -73.7949)",36079
2024-2025,NYC,RICHMOND,4,1/25/2025,INFLUENZA_A,941,"    (40.5795, -74.1502)",36085
2024-2025,CENTRAL,LEWIS,4,1/25/2025,INFLUENZA_B,1,"    (43.7863965, -75.4426165)",36049
2024-2025,CAPITAL DISTRICT,MONTGOMERY,4,1/25/2025,INFLUENZA_UNSPECIFIED,0,"    (42.9008912, -74.4353575)",36057
2024-2025,METRO,ULSTER,4,1/25/2025,INFLUENZA_A,326,"    (41.9472321, -74.265447)",36111
2024-2025,CAPITAL DISTRICT,FULTON,4,1/25/2025,INFLUENZA_UNSPECIFIED,0,"    (43.1156093, -74.4236782)",36035
2024-2025,CENTRAL,JEFFERSON,4,1/25/2025,INFLUENZA_UNSPECIFIED,8,"    (44.0607, -75.9928)",36045
2024-2025,CAPITAL DISTRICT,SCHOHARIE,4,1/25/2025,INFLUENZA_A,18,"    (42.591294, -74.4381718)",36095
2024-2025,CENTRAL,TOMPKINS,4,1/25/2025,INFLUENZA_A,75,"    (42.4532811, -76.4737116)",36109
2024-2025,WESTERN,ALLEGANY,4,1/25/2025,INFLUENZA_A,49,"    (42.2478938, -78.0261758)",36003
2024-2025,NYC,QUEENS,4,1/25/2025,INFLUENZA_UNSPECIFIED,162,"    (40.7282, -73.7949)",36081
2024-2025,METRO,WESTCHESTER,4,1/25/2025,INFLUENZA_UNSPECIFIED,322,"    (41.1527698, -73.745912)",36119
2024-2025,WESTERN,WAYNE,4,1/25/2025,INFLUENZA_A,175,"    (43.202, -77.0104)",36117
2024-2025,WESTERN,STEUBEN,4,1/25/2025,INFLUENZA_UNSPECIFIED,0,"    (42.2667252, -77.3855253)",36101
2024-2025,WESTERN,NIAGARA,4,1/25/2025,INFLUENZA_A,134,"    (43.203001, -78.71083)",36063
2024-2025,WESTERN,ERIE,4,1/25/2025,INFLUENZA_UNSPECIFIED,1,"    (42.752759, -78.7781922)",36029
2024-2025,CAPITAL DISTRICT,DELAWARE,4,1/25/2025,INFLUENZA_UNSPECIFIED,0,"    (42.1939865, -74.966728)",36025
2024-2025,WESTERN,GENESEE,4,1/25/2025,INFLUENZA_UNSPECIFIED,0,"    (43.0009096, -78.1927784)",36037
2024-2025,WESTERN,NIAGARA,4,1/25/2025,INFLUENZA_B,4,"    (43.203001, -78.71083)",36063
2024-2025,WESTERN,SCHUYLER,4,1/25/2025,INFLUENZA_UNSPECIFIED,0,"    (42.419776, -76.9386038)",36097
2024-2025,CAPITAL DISTRICT,SCHOHARIE,4,1/25/2025,INFLUENZA_UNSPECIFIED,0,"    (42.591294, -74.4381718)",36095
2024-2025,METRO,SULLIVAN,4,1/25/2025,INFLUENZA_B,15,"    (41.7201763, -74.7646796)",36105
2024-2025,METRO,ORANGE,4,1/25/2025,INFLUENZA_B,130,"    (41.4024096, -74.3062522)",36071
2024-2025,CENTRAL,HERKIMER,4,1/25/2025,INFLUENZA_A,137,"    (43.1631, -74.8741)",36043
2024-2025,WESTERN,CATTARAUGUS,4,1/25/2025,INFLUENZA_UNSPECIFIED,0,"    (42.2448527, -78.6810055)",36009
2024-2025,CAPITAL DISTRICT,HAMILTON,4,1/25/2025,INFLUENZA_B,0,"    (43.6578786, -74.5024556)",36041
2024-2025,CENTRAL,JEFFERSON,4,1/25/2025,INFLUENZA_B,1,"    (44.0607, -75.9928)",36045
2024-2025,CAPITAL DISTRICT,WARREN,4,1/25/2025,INFLUENZA_A,48,"    (43.5551053, -73.8381388)",36113
2024-2025,CAPITAL DISTRICT,FRANKLIN,4,1/25/2025,INFLUENZA_B,1,"    (44.5943743, -74.3106698)",36033
2024-2025,WESTERN,CHEMUNG,4,1/25/2025,INFLUENZA_UNSPECIFIED,0,"    (42.1552807, -76.7471788)",36015
2024-2025,METRO,SUFFOLK,4,1/25/2025,INFLUENZA_A,"5,227","    (40.943554, -72.6922184)",36103
2024-2025,WESTERN,ALLEGANY,4,1/25/2025,INFLUENZA_B,0,"    (42.2478938, -78.0261758)",36003
2024-2025,WESTERN,ONTARIO,4,1/25/2025,INFLUENZA_B,16,"    (42.8566949, -77.3032768)",36069
2024-2025,CAPITAL DISTRICT,MONTGOMERY,4,1/25/2025,INFLUENZA_B,2,"    (42.9008912, -74.4353575)",36057
2024-2025,CENTRAL,TIOGA,4,1/25/2025,INFLUENZA_UNSPECIFIED,0,"    (42.1256, -76.3637)",36107
2024-2025,CAPITAL DISTRICT,CLINTON,4,1/25/2025,INFLUENZA_UNSPECIFIED,18,"    (44.7527103, -73.7056478)",36019
2024-2025,WESTERN,CHAUTAUQUA,4,1/25/2025,INFLUENZA_A,90,"    (42.3042159, -79.4075949)",36013
2024-2025,WESTERN,NIAGARA,4,1/25/2025,INFLUENZA_UNSPECIFIED,0,"    (43.203001, -78.71083)",36063
2024-2025,CAPITAL DISTRICT,ALBANY,4,1/25/2025,INFLUENZA_UNSPECIFIED,16,"    (42.5882713, -73.9740136)",36001
2024-2025,WESTERN,CHAUTAUQUA,4,1/25/2025,INFLUENZA_B,1,"    (42.3042159, -79.4075949)",36013
2024-2025,NYC,BRONX,4,1/25/2025,INFLUENZA_A,"4,936","    (40.8448, -73.8648)",36005
2024-2025,METRO,WESTCHESTER,4,1/25/2025,INFLUENZA_A,"3,649","    (41.1527698, -73.745912)",36119
2024-2025,CENTRAL,JEFFERSON,4,1/25/2025,INFLUENZA_A,229,"    (44.0607, -75.9928)",36045
2024-2025,CAPITAL DISTRICT,HAMILTON,4,1/25/2025,INFLUENZA_A,5,"    (43.6578786, -74.5024556)",36041
2024-2025,WESTERN,WYOMING,4,1/25/2025,INFLUENZA_B,0,"    (42.7013627, -78.2285667)",36121
2024-2025,WESTERN,WYOMING,4,1/25/2025,INFLUENZA_A,29,"    (42.7013627, -78.2285667)",36121
2024-2025,CAPITAL DISTRICT,ESSEX,4,1/25/2025,INFLUENZA_A,23,"    (44.1089711, -73.7775726)",36031
2024-2025,WESTERN,CHEMUNG,4,1/25/2025,INFLUENZA_A,185,"    (42.1552807, -76.7471788)",36015
2024-2025,CAPITAL DISTRICT,SCHOHARIE,4,1/25/2025,INFLUENZA_B,7,"    (42.591294, -74.4381718)",36095
2024-2025,CENTRAL,CORTLAND,4,1/25/2025,INFLUENZA_UNSPECIFIED,0,"    (42.5938237, -76.0762647)",36023
2024-2025,NYC,KINGS,4,1/25/2025,INFLUENZA_UNSPECIFIED,156,"    (40.6782, -73.9442)",36047
2024-2025,CENTRAL,BROOME,4,1/25/2025,INFLUENZA_A,274,"    (42.1619773, -75.830291)",36007
2024-2025,CENTRAL,ONEIDA,4,1/25/2025,INFLUENZA_B,0,"    (43.2427273, -75.4342824)",36065
2024-2025,WESTERN,LIVINGSTON,4,1/25/2025,INFLUENZA_B,6,"    (42.7274845, -77.7697795)",36051
2024-2025,CAPITAL DISTRICT,WASHINGTON,4,1/25/2025,INFLUENZA_A,82,"    (43.3123766, -73.4394282)",36115
2024-2025,CAPITAL DISTRICT,RENSSELAER,4,1/25/2025,INFLUENZA_UNSPECIFIED,9,"    (42.7104206, -73.5138454)",36083
2024-2025,WESTERN,LIVINGSTON,4,1/25/2025,INFLUENZA_A,90,"    (42.7274845, -77.7697795)",36051
2024-2025,METRO,PUTNAM,4,1/25/2025,INFLUENZA_B,42,"    (41.4351, -73.7949)",36079
2024-2025,CENTRAL,HERKIMER,4,1/25/2025,INFLUENZA_UNSPECIFIED,0,"    (43.1631, -74.8741)",36043
2024-2025,CENTRAL,MADISON,4,1/25/2025,INFLUENZA_B,5,"    (42.9100255, -75.6635749)",36053
2024-2025,METRO,ORANGE,4,1/25/2025,INFLUENZA_A,"1,507","    (41.4024096, -74.3062522)",36071
2024-2025,CENTRAL,CORTLAND,4,1/25/2025,INFLUENZA_A,102,"    (42.5938237, -76.0762647)",36023
2024-2025,WESTERN,STEUBEN,4,1/25/2025,INFLUENZA_A,203,"    (42.2667252, -77.3855253)",36101
2024-2025,METRO,ULSTER,4,1/25/2025,INFLUENZA_UNSPECIFIED,18,"    (41.9472321, -74.265447)",36111
2024-2025,CAPITAL DISTRICT,WARREN,4,1/25/2025,INFLUENZA_UNSPECIFIED,6,"    (43.5551053, -73.8381388)",36113
2024-2025,WESTERN,SENECA,4,1/25/2025,INFLUENZA_UNSPECIFIED,0,"    (42.7652, -76.8721)",36099
2024-2025,CAPITAL DISTRICT,CLINTON,4,1/25/2025,INFLUENZA_B,0,"    (44.7527103, -73.7056478)",36019
2024-2025,CAPITAL DISTRICT,SARATOGA,4,1/25/2025,INFLUENZA_UNSPECIFIED,22,"    (43.1061353, -73.8553872)",36091
2024-2025,WESTERN,ORLEANS,4,1/25/2025,INFLUENZA_B,0,"    (43.209007, -78.254897)",36073
2024-2025,CAPITAL DISTRICT,SCHENECTADY,4,1/25/2025,INFLUENZA_B,19,"    (42.8175421, -74.0435834)",36093
2024-2025,NYC,RICHMOND,4,1/25/2025,INFLUENZA_UNSPECIFIED,143,"    (40.5795, -74.1502)",36085
2024-2025,CENTRAL,ST LAWRENCE,4,1/25/2025,INFLUENZA_B,8,"    (44.4881125, -75.074311)",36089
2024-2025,CENTRAL,ST LAWRENCE,4,1/25/2025,INFLUENZA_A,109,"    (44.4881125, -75.074311)",36089
2024-2025,WESTERN,ONTARIO,4,1/25/2025,INFLUENZA_UNSPECIFIED,0,"    (42.8566949, -77.3032768)",36069
2024-2025,CAPITAL DISTRICT,CLINTON,4,1/25/2025,INFLUENZA_A,39,"    (44.7527103, -73.7056478)",36019
2024-2025,CENTRAL,CHENANGO,4,1/25/2025,INFLUENZA_UNSPECIFIED,0,"    (42.489732, -75.6049051)",36017
2024-2025,CENTRAL,TOMPKINS,4,1/25/2025,INFLUENZA_UNSPECIFIED,0,"    (42.4532811, -76.4737116)",36109
2024-2025,WESTERN,WAYNE,4,1/25/2025,INFLUENZA_B,9,"    (43.202, -77.0104)",36117
2024-2025,WESTERN,SCHUYLER,4,1/25/2025,INFLUENZA_B,1,"    (42.419776, -76.9386038)",36097
2024-2025,CENTRAL,CORTLAND,4,1/25/2025,INFLUENZA_B,0,"    (42.5938237, -76.0762647)",36023
2024-2025,METRO,PUTNAM,4,1/25/2025,INFLUENZA_UNSPECIFIED,28,"    (41.4351, -73.7949)",36079
2024-2025,CAPITAL DISTRICT,FRANKLIN,4,1/25/2025,INFLUENZA_UNSPECIFIED,2,"    (44.5943743, -74.3106698)",36033
2024-2025,CENTRAL,ONONDAGA,4,1/25/2025,INFLUENZA_UNSPECIFIED,0,"    (43.0065299, -76.1961167)",36067
2024-2025,CAPITAL DISTRICT,ALBANY,4,1/25/2025,INFLUENZA_A,318,"    (42.5882713, -73.9740136)",36001
2024-2025,WESTERN,WYOMING,4,1/25/2025,INFLUENZA_UNSPECIFIED,0,"    (42.7013627, -78.2285667)",36121
2024-2025,METRO,ORANGE,4,1/25/2025,INFLUENZA_UNSPECIFIED,2,"    (41.4024096, -74.3062522)",36071
2024-2025,NYC,NEW YORK,4,1/25/2025,INFLUENZA_A,"3,255","    (40.7831, -73.9712)",36061
2024-2025,CAPITAL DISTRICT,RENSSELAER,4,1/25/2025,INFLUENZA_A,160,"    (42.7104206, -73.5138454)",36083
2024-2025,CAPITAL DISTRICT,GREENE,4,1/25/2025,INFLUENZA_B,1,"    (42.2869511, -74.1494949)",36039
2024-2025,WESTERN,ONTARIO,4,1/25/2025,INFLUENZA_A,179,"    (42.8566949, -77.3032768)",36069
2024-2025,CAPITAL DISTRICT,HAMILTON,4,1/25/2025,INFLUENZA_UNSPECIFIED,0,"    (43.6578786, -74.5024556)",36041
2024-2025,CAPITAL DISTRICT,SARATOGA,4,1/25/2025,INFLUENZA_B,28,"    (43.1061353, -73.8553872)",36091
2024-2025,WESTERN,ERIE,4,1/25/2025,INFLUENZA_B,37,"    (42.752759, -78.7781922)",36029
